train_scope,eval_scope,model,eval_rows,target_mean,target_max,baseline_MAE,baseline_RMSE,baseline_R2,MAE,RMSE,R2
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,XGBoost,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,23.755883506089585,73.33202941458491,-2.654154754621357
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,XGBoost,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,31.305816717359612,84.2409543194595,-2.0846102217006397
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,XGBoost,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,19.27755178053482,65.10725106091124,-2.487252773354782
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,XGBoost,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,19.10441361039668,72.6821358171517,0.11482546615538536
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,XGBoost,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,106.03987069734414,175.93141836814033,-4.2302221908734845
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,XGBoost,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,33.701610640129246,98.45526298590208,0.028064537682141677
2023_2024_유입량증가상위5퍼센트학습,2025_전체,MLP,7778,5.988195808691181,753.346,2.309639110311134,13.049611575390973,0.6175470640024252,7.962640528779884,19.94221756352855,0.10683904544282363
2023_2024_유입량증가상위5퍼센트학습,2025_강우일,MLP,2190,13.388744292237444,753.346,5.304164383561643,24.460923637302706,0.5934207301004468,14.6613168450164,36.32194981294642,0.10352571607815508
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우,MLP,1334,19.220437781109442,753.346,7.728508995502249,31.27960608593568,0.5747186991778804,20.27814879445876,45.63700607680134,0.09470936323777135
2023_2024_유입량증가상위5퍼센트학습,2025_장마철,MLP,2655,10.886660263653484,753.346,4.18823352165725,22.121684770332617,0.5974117373363292,12.766850615941275,32.999372704537485,0.10414838943661575
2023_2024_유입량증가상위5퍼센트학습,2025_유입량증가상위5퍼센트,MLP,371,31.45563611859838,753.346,16.748733153638813,52.04273547514436,0.5461693940268657,17.905996019226407,47.45724051689679,0.6226203191999203
2023_2024_유입량증가상위5퍼센트학습,2025_유입량상위5퍼센트,MLP,382,58.78225130890052,753.346,22.641628272251307,58.31080895749506,0.42544519102066813,50.10711648864914,83.61782665659494,-0.18149280673109347
2023_2024_유입량증가상위5퍼센트학습,2025_강한강우_그리고_유입량증가상위5퍼센트,MLP,202,52.54391089108911,753.346,27.71221782178218,70.43861107607626,0.502513703035907,30.226434568820274,64.21308630629449,0.5865655677556973
