obsrdt,inflowqy,target_inflow_3h,pred_inflow_GradientBoosting,pred_inflow_RandomForest,dam_name,dam_code
2025-01-12 04:00:00,42.421,0.0,12.079130593564882,9.369966041666663,남강댐,2018110
2025-01-12 05:00:00,0.0,50.582,29.18015934255553,32.936057395833345,남강댐,2018110
2025-01-12 06:00:00,34.327,0.0,12.672896449045252,6.409587767857142,남강댐,2018110
2025-01-12 07:00:00,0.0,37.271,24.92268446242231,29.549212544642863,남강댐,2018110
2025-01-12 08:00:00,50.582,0.004,13.877268933614362,5.106003570075757,남강댐,2018110
2025-01-12 09:00:00,0.0,37.981,28.36031762179488,31.090782306547606,남강댐,2018110
2025-01-12 10:00:00,37.271,12.944,13.733869759292391,7.5445672767857115,남강댐,2018110
2025-01-12 11:00:00,0.004,13.866,28.52797536189854,32.12092269345239,남강댐,2018110
2025-01-12 12:00:00,37.981,20.696,14.327635614772761,9.198510550595238,남강댐,2018110
2025-01-12 13:00:00,12.944,0.0,25.042637483783395,17.697737142857143,남강댐,2018110
2025-01-12 14:00:00,13.866,19.987,17.605773764772493,19.679378503787888,남강댐,2018110
2025-01-12 15:00:00,20.696,0.0,20.068725395639362,19.72925328373016,남강댐,2018110
2025-01-12 16:00:00,0.0,34.414,19.82844100561399,25.26973861607144,남강댐,2018110
2025-01-12 17:00:00,19.987,4.832,14.793068504452238,16.520684811507937,남강댐,2018110
2025-01-12 18:00:00,0.0,12.221,19.82844100561399,26.311336785714285,남강댐,2018110
2025-01-12 19:00:00,34.414,0.0,14.327635614772761,12.506707083333332,남강댐,2018110
2025-01-12 20:00:00,4.832,27.422,20.612586740027172,22.50253955357143,남강댐,2018110
2025-01-12 21:00:00,12.221,4.561,15.940589133076191,15.281509077380955,남강댐,2018110
2025-01-12 22:00:00,0.0,15.196,19.756872263672697,25.044247395833338,남강댐,2018110
2025-01-12 23:00:00,27.422,0.0,14.327635614772761,15.255281026785715,남강댐,2018110
2025-01-13 00:00:00,4.561,42.473,19.308677910715,19.615451235119036,남강댐,2018110
2025-01-13 01:00:00,15.196,0.0,13.991868097950597,17.16609296130953,남강댐,2018110
2025-01-13 02:00:00,0.0,27.255,17.4746640441828,24.20078363095238,남강댐,2018110
2025-01-13 03:00:00,42.473,0.0,12.672896449045252,7.4401674107142854,남강댐,2018110
2025-01-13 04:00:00,0.0,35.271,23.642147793549317,30.306929047619043,남강댐,2018110
2025-01-13 05:00:00,27.255,0.0,12.388206970742745,4.871921681547619,남강댐,2018110
2025-01-13 06:00:00,0.0,35.264,22.601248253532084,23.461301101190465,남강댐,2018110
2025-01-13 07:00:00,35.271,3.488,12.388206970742745,8.82576369047619,남강댐,2018110
2025-01-13 08:00:00,0.0,11.43,20.498024398578103,29.798949107142857,남강댐,2018110
2025-01-13 09:00:00,35.264,0.136,12.388206970742745,4.099844107142858,남강댐,2018110
2025-01-13 10:00:00,3.488,0.0,22.495543139765495,30.162620396825396,남강댐,2018110
