댐코드,댐이름,방류량_모델,입력변수세트,실사용가능여부,유입량예측모델,학습행수,평가행수,실제평균,실제최대,기준선_MAE,기준선_RMSE,기준선_R2,모델_MAE,모델_RMSE,모델_R2,MAE_개선율(%)
3001110,용담댐,XGBoost,예측유입량포함,가능,GradientBoosting,17280,8668,24.604621481310566,215.814,0.8429194739270882,4.665467383332317,0.9471804220457248,1.4542415194438798,6.985692031102991,0.8815804292030738,-72.52437088310411
3001110,용담댐,GradientBoosting,실제미래유입량_참고용,불가_참고용,GradientBoosting,17280,8668,24.604621481310566,215.814,0.8429194739270882,4.665467383332317,0.9471804220457248,8.537564922432614,20.26661789160074,0.0032937759820071966,-912.8565285906666
3001110,용담댐,RandomForest,실제미래유입량_참고용,불가_참고용,GradientBoosting,17280,8668,24.604621481310566,215.814,0.8429194739270882,4.665467383332317,0.9471804220457248,2.0279268472768557,9.251517878319559,0.7923028216985009,-140.58369868107584
3001110,용담댐,XGBoost,실제미래유입량_참고용,불가_참고용,GradientBoosting,17280,8668,24.604621481310566,215.814,0.8429194739270882,4.665467383332317,0.9471804220457248,1.442955602223388,7.014502206443651,0.8806016503580911,-71.18546277033842
2015110,합천댐,GradientBoosting,기본변수,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,13.244338604005765,16.886752236023717,0.5001734996789131,32.910932917163
2015110,합천댐,RandomForest,기본변수,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,13.098272172788525,20.92384290863454,0.23262098792056485,33.65083098950012
2015110,합천댐,XGBoost,기본변수,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,12.785081052045822,16.324381575188948,0.5329100846951503,35.23729753475299
2015110,합천댐,GradientBoosting,예측유입량포함,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,12.903558030400516,16.50586162021919,0.5224669713027377,34.63715356484528
2015110,합천댐,RandomForest,예측유입량포함,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,12.966008885676573,20.446465369978014,0.26723705737002157,34.320809370977514
2015110,합천댐,XGBoost,예측유입량포함,가능,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,12.86414606246547,16.40877044604776,0.5280683608087573,34.83679450122704
2015110,합천댐,GradientBoosting,실제미래유입량_참고용,불가_참고용,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,13.031989750099,16.510629658687865,0.5221910420884908,33.986583950458524
2015110,합천댐,RandomForest,실제미래유입량_참고용,불가_참고용,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,13.102058143002713,20.97135110038407,0.22913231927512467,33.63165319457449
2015110,합천댐,XGBoost,실제미래유입량_참고용,불가_참고용,RandomForest,17381,8695,16.051598504887863,116.868,19.741426106958023,28.985335070408894,-0.47259616725737374,12.657467128769918,16.081141322086957,0.5467260583279947,35.88372460939541
