댐코드,댐이름,입력변수세트,방류량모델,유입량예측모델,평가구간,평가건수,기준선,기준선_MAE,모델_MAE,개선율(%)
1006110,횡성댐,기본변수,XGBoost,XGBoost,유입량급증,876,최근3시간평균,0.4878192541856928,1.5471925446573456,-217.16512445578724
1006110,횡성댐,기본변수,XGBoost,XGBoost,유입량급증,876,최근6시간평균,0.6001491628614914,1.5471925446573456,-157.80133346856346
1006110,횡성댐,기본변수,XGBoost,XGBoost,유입량급증,876,최근3시간변화량반영,0.567420091324201,1.5471925446573456,-172.67144190235274
1006110,횡성댐,기본변수,XGBoost,XGBoost,방류량변화,25,현재방류량유지,29.57348,28.566696284599306,3.4043464462102326
1006110,횡성댐,기본변수,XGBoost,XGBoost,방류량변화,25,최근3시간평균,31.25848,28.566696284599306,8.611371107618453
1006110,횡성댐,기본변수,XGBoost,XGBoost,방류량변화,25,최근6시간평균,31.800279999999997,28.566696284599306,10.168412716493979
1006110,횡성댐,기본변수,XGBoost,XGBoost,방류량변화,25,최근3시간변화량반영,29.861159999999998,28.566696284599306,4.334941159019583
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,전체,8760,현재방류량유지,0.20856198630136985,0.8865782502803491,-325.09100819516215
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,전체,8760,최근3시간평균,0.2452250761035007,0.8865782502803491,-261.5365379298144
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,전체,8760,최근6시간평균,0.2983392123287673,0.8865782502803491,-197.1712110385769
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,전체,8760,최근3시간변화량반영,0.3395570776255708,0.8865782502803491,-161.0984452098442
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,강우발생,698,현재방류량유지,0.7021031518624642,3.902083286927278,-455.77065514892627
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,강우발생,698,최근3시간평균,0.885184336198663,3.902083286927278,-340.8215472592286
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,강우발생,698,최근6시간평균,1.0917504775549187,3.902083286927278,-257.4153038766122
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,강우발생,698,최근3시간변화량반영,1.0789885386819484,3.902083286927278,-261.64270027315723
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,최근24시간누적강우,2699,현재방류량유지,0.3337110040755835,1.8253590803356659,-446.9879800314385
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,최근24시간누적강우,2699,최근3시간평균,0.4059039150302582,1.8253590803356659,-349.7022602503339
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,최근24시간누적강우,2699,최근6시간평균,0.5249260219834507,1.8253590803356659,-247.736443592277
1006110,횡성댐,예측유입량포함,GradientBoosting,XGBoost,최근24시간누적강우,2699,최근3시간변화량반영,0.5521144868469804,1.8253590803356659,-230.61242257198145
